Date,ETH_Open,ETH_Close,ETH_High,ETH_Low,ETH_Volume,BTC_Open,BTC_Close,BTC_High,BTC_Low,BTC_Volume,LTC_Open,LTC_Close,LTC_High,LTC_Low,LTC_Volume
2020-09-30 06:00:00,354.73,356.29,356.7,354.28,324.47359883,10724.0,10737.92662391,10751.0,10704.0,31.08264048,45.94,46.089,46.12,45.866,40.47402651
2020-09-30 05:00:00,356.38,354.73973858,356.9110503,354.73973858,359.50390165,10770.08008705,10724.10005901,10781.0,10724.0,31.281486270000002,46.114,45.94,46.22,45.94,128.03579673000002
2020-09-30 04:00:00,356.22,356.43,357.0,354.45,1641.87127868,10760.0,10764.07526581,10774.0,10711.471756,82.61897262,45.542,46.132,46.463,45.529,2970.08167843
2020-09-30 03:00:00,356.88,356.27042856,357.25,356.10554525,386.64601861,10792.23075898,10762.0,10800.1028328,10753.05386976,84.67383524,45.637,45.578,45.67,45.572,307.80568645
2020-09-30 02:00:00,356.97,357.08,358.3,356.85,405.74571825,10807.0,10792.13009445,10833.80816613,10782.0,33.39107901,45.652,45.685,45.733,45.615,137.97815744
2020-09-30 01:00:00,358.43,357.14,359.27,355.66,785.372567,10830.61086,10811.13469346,10842.52849188,10793.0,20.37222982,45.61,45.665,45.774,45.579,865.26099026
2020-09-30 00:00:00,360.66998174,358.28,360.83,358.03012874,1034.22851186,10857.0,10830.05577279,10866.00570211,10830.0,21.00919144,45.745,45.553,45.76,45.553,346.41388753
2020-09-29 23:00:00,358.5,360.61,361.33,358.5,947.5928282,10779.9374736,10856.0,10889.0,10779.9374736,122.03828252,45.62,45.748,45.831,45.62,478.15238921
2020-09-29 22:00:00,358.48,358.21158581,359.25494874,357.3,675.7627069499999,10787.90725501,10780.0,10794.0,10770.0,35.14590266,45.505,45.513,45.594,45.482,65.08368207
2020-09-29 21:00:00,358.44,358.28,358.91564383,357.65,271.92844519,10776.0,10787.90725501,10800.0,10770.0,45.4559416,45.569,45.475,45.569,45.446,205.94013484
2020-09-29 20:00:00,357.24,358.39894782,359.76537064,357.24,1307.66195515,10764.0,10775.0,10797.0,10764.0,70.58026402,45.539,45.498,45.572,45.44,636.50711704
2020-09-29 19:00:00,356.17,357.19023497,358.18477309,356.04313133,676.6928877,10750.0,10764.0,10783.0,10738.0,47.04092161,45.43,45.462,45.52,45.3,211.74471763
2020-09-29 18:00:00,354.58436338,356.09,356.68,354.28,1133.91958884,10695.0,10748.0,10758.0,10691.0,62.57243607,45.288,45.441,45.501,45.275,439.7387198
2020-09-29 17:00:00,355.23786793,354.41997563,355.27064981,352.45,1687.01071414,10709.0744061,10695.88855035,10710.0,10654.0,101.82789238,45.282,45.327,45.327,45.055,338.42907067
2020-09-29 16:00:00,355.75,355.04757879,356.0,353.33,1392.88567807,10738.97071845,10708.94584578,10749.0,10681.0,138.38448612,45.279,45.26,45.35,45.014,402.68836434
2020-09-29 15:00:00,357.77,355.81470241,358.64,355.76782145,1254.6429313200001,10782.0,10738.0,10786.0,10731.0,151.65022812,45.565,45.279,45.565,45.279,233.56055067
2020-09-29 14:00:00,358.12723934,357.66615385,360.3,356.42,1333.13863022,10775.0,10781.0,10807.0,10766.03658107,83.39805338000001,45.619,45.431,45.759,45.42,261.78199864
2020-09-29 13:00:00,358.44,357.89424326,358.59,355.24,1356.08363122,10780.0,10773.0,10784.57087753,10737.65841848,58.65438175,45.6,45.55,45.6,45.192,2473.27260979
2020-09-29 12:00:00,358.21856471,358.5,358.92152658,357.58,776.11012206,10786.0,10783.0,10787.03999232,10767.0,73.28470017000001,45.627,45.592,45.659,45.538,85.37826134
2020-09-29 11:00:00,357.93,358.21,359.7782013,357.39,1108.45688434,10793.0,10781.0,10815.40236,10781.0,129.70830854,45.69,45.648,45.754,45.578,1198.04412624
2020-09-29 10:00:00,355.3,357.774621,358.74,355.12,761.18341842,10741.98900636,10793.0,10796.0,10741.0,35.18415772,45.544,45.67,45.709,45.544,107.78561915
2020-09-29 09:00:00,356.2,355.3,357.25016063,355.0,670.41047833,10755.05196893,10742.0,10773.0,10733.0,52.12664667,45.622,45.46,45.65,45.46,174.55541399999998
2020-09-29 08:00:00,355.79,356.28,356.46,355.0,632.15367153,10749.806847,10756.0,10764.33455769,10742.4213663,49.66379915,45.661,45.622,45.663,45.576,333.60536585
2020-09-29 07:00:00,356.15,355.79,356.47,355.0510096,758.94796963,10762.94100671,10749.0,10763.0,10738.0,104.54385671,45.734,45.675,45.801,45.675,1238.03438774
2020-09-29 06:00:00,352.28,356.16,356.98,351.14,1948.3127415,10691.0,10762.1598,10762.1598,10690.0,83.7711705,45.508,45.872,45.94,45.508,401.17157222000003
2020-09-29 05:00:00,353.8,352.22,353.92,352.0,2023.62708802,10713.8127519,10690.6552807,10714.220329,10690.0,25.32476616,45.5,45.53,45.562,45.429,115.7412186
2020-09-29 04:00:00,353.72,353.83510968,354.87,353.51,457.30254014,10706.8018515,10711.0,10727.0,10705.900504,10.04557635,45.549,45.514,45.669,45.514,550.70821727
2020-09-29 03:00:00,354.52,353.72196053,355.17,353.43,471.53148098,10707.0,10708.0,10724.9325222,10701.0,21.56006997,45.525,45.59,45.631,45.5,167.83312715
2020-09-29 02:00:00,354.20422726,354.52,355.62,353.78,592.2456966,10700.08286195,10706.0,10720.0,10685.0,32.96805795,45.677,45.52,45.732,45.47,1041.87335824
2020-09-29 01:00:00,355.51,354.41,356.04,354.17,477.48164859999997,10731.0,10701.0,10733.0,10696.0,102.27336626,45.728,45.66,45.785,45.64,106.55172754
2020-09-29 00:00:00,354.54938179,355.5,356.10072125,352.39,2370.59439031,10713.0,10730.738745,10745.0,10674.2032002,155.81338573,45.242,45.747,45.785,45.184,5007.24416001
2020-09-28 23:00:00,361.88,354.55,362.35,352.71,9849.68804152,10879.0,10714.0,10879.80118287,10656.20638633,1237.32038963,46.19,45.275,46.235,44.872,7923.97239643
2020-09-28 22:00:00,364.05,361.83,364.05,361.25,468.02718577,10899.0,10879.0,10899.0,10872.0,18.39016249,46.341,46.148,46.39,46.127,173.31622907
2020-09-28 21:00:00,363.36,364.08343433,364.33,361.52710936,1731.63148367,10885.0,10899.0,10899.0,10859.52949816,166.82708048,46.221,46.347,46.348,46.055,1883.74307875
2020-09-28 20:00:00,363.71,363.27,363.71,362.28,725.101647,10882.0,10887.0,10890.0,10880.32380412,39.99064545,46.324,46.236,46.326,46.223,657.33863439
2020-09-28 19:00:00,363.95,363.7,364.13,361.73,1642.44771054,10890.41901272,10878.0,10891.0,10856.0,44.51478916,46.308,46.304,46.336,45.986,6862.56060698
2020-09-28 18:00:00,365.25,363.91,365.45,363.35,961.08112084,10909.0,10891.0,10909.0,10876.0,32.72186165,46.51,46.34,46.51,46.298,633.20621781
2020-09-28 17:00:00,365.23,365.6,368.59,363.89,5594.57093092,10908.0,10910.0,10934.89700803,10894.0,34.76191898,46.599,46.501,46.665,46.396,695.54123611
2020-09-28 16:00:00,365.67,365.64854913,366.16,364.13,977.9706829,10924.0,10908.0,10926.92766356,10896.0,45.43708752,46.584,46.72,46.773,46.488,951.20017766
2020-09-28 15:00:00,363.14,365.44,365.92087153,362.76935781,1155.57356492,10884.0,10923.23365,10928.92734954,10876.0,54.91655057,46.48,46.597,46.623,46.399,2030.38844917
2020-09-28 14:00:00,364.03,363.26,365.13,363.11,1275.34917569,10911.00015407,10884.0,10938.0,10881.1276791,70.60626729,46.581,46.481,46.782,46.481,344.37879499999997
2020-09-28 13:00:00,365.0,364.06169786,366.0,363.31,1399.25476837,10929.94846217,10910.0,10961.0,10903.0,88.07066048,46.897,46.599,46.96,46.599,1362.34724709
2020-09-28 12:00:00,358.63,365.19,368.0,357.95,14736.9784147,10898.99778716,10929.94846217,10960.0,10870.0,159.40041333,46.42,46.865,47.254,46.368,2975.19976499
2020-09-28 11:00:00,360.12,358.63,361.00860069,357.49913996,3439.77180311,10905.53882953,10899.0,10927.0,10886.0,113.26476392000001,46.466,46.392,46.6,46.384,612.4840071
2020-09-28 10:00:00,358.51,359.97085109,360.14,357.66,630.56272426,10873.0,10905.657514,10906.0,10861.04589078,81.04247517,46.38,46.451,46.59,46.281,1015.41520253
2020-09-28 09:00:00,358.46,358.71,360.18,358.25,1103.57374486,10883.07015388,10886.0,10901.04064,10869.0,59.762293220000004,46.282,46.384,46.384,46.222,777.1447702300001
2020-09-28 08:00:00,358.26,358.5,360.65,357.13,967.92782448,10885.0,10884.0,10912.0,10877.0,94.95788367,46.32,46.31,46.472,46.194,2148.54832641
2020-09-28 07:00:00,357.55,358.27,358.96,356.04,592.33539025,10895.36413689,10886.0,10909.0,10870.0,37.80225817,46.47,46.32,46.537,46.058,2196.44435592
2020-09-28 06:00:00,358.57,357.7,359.11129735,356.68,1441.09200696,10905.59630399,10895.36413689,10911.0,10876.0,50.15527686,46.545,46.431,46.615,46.3,587.92058644
2020-09-28 05:00:00,359.69,358.75,361.15,358.24,837.4433153,10920.94123338,10905.97943596,10949.0,10897.0,152.69952087,46.795,46.567,46.795,46.5,169.16997354
2020-09-28 04:00:00,359.26,359.55,360.06,358.53,314.1690948,10910.0,10922.0,10929.84387967,10900.0,32.96460566,46.857,46.736,46.878,46.728,302.72914212
2020-09-28 03:00:00,359.68,359.0,359.69,357.66,565.84254214,10935.80841469,10909.64093909,10941.0,10902.0,33.03802382,46.832,46.797,46.832,46.674,412.05007291
2020-09-28 02:00:00,360.25,359.32,361.51556025,358.96,520.84289176,10957.0,10936.0,10979.0,10935.0,43.37107006,47.017,46.855,47.105,46.846,580.98803947
2020-09-28 01:00:00,359.37645151,360.05023957,360.36473132,358.44497077,797.7692351,10919.0,10954.0,10963.17902873,10910.607012,190.52848188,46.54,46.931,47.252,46.42,3335.98024488
2020-09-28 00:00:00,358.56,358.55,361.7,358.34331507,4923.72937153,10804.0,10915.0,10986.0,10803.284148,911.12005129,46.229,46.487,46.848,46.194,8167.05075251
2020-09-27 23:00:00,355.85,358.46,358.71,354.61916887,1062.54095744,10779.0,10803.0,10810.0,10760.0,67.81975077999999,46.11,46.24,46.24,45.854,283.41906172
2020-09-27 22:00:00,354.04,355.33,356.96955345,354.04,477.45317874,10749.0,10778.0,10785.0,10749.0,27.73673043,45.973,46.066,46.251,45.971,602.01167197
2020-09-27 21:00:00,354.42,354.03,355.37,353.5,509.40870866,10752.0,10745.0,10764.0,10740.0,38.4240402,46.02,45.955,46.06,45.89,160.29706074
2020-09-27 20:00:00,355.18760325,354.32,355.50414641,354.3,6570.10087712,10755.0,10752.0,10762.0,10742.0,18.8616208,46.078,46.027,46.102,46.015,376.81917035000004
2020-09-27 19:00:00,352.60290994,355.16,355.39,352.25,6006.09575633,10734.0,10758.86746501,10766.0,10727.23789256,39.63398547,45.898,46.019,46.064,45.853,1121.03504954
2020-09-27 18:00:00,353.67,352.71,354.57,352.25,427.36685997,10750.06918141,10734.0,10765.0,10729.0,20.18785296,45.996,45.866,46.047,45.866,138.05684777
2020-09-27 17:00:00,354.65,353.37,355.05,353.2487947,454.11615632,10740.58592834,10750.06918141,10760.46811367,10737.0,45.135979830000004,46.086,45.986,46.102,45.891,807.96796935
2020-09-27 16:00:00,356.28,354.72,357.77,354.17,1133.93195995,10779.0,10740.53134764,10796.0,10740.0,45.43504936,46.131,46.0,46.36,45.821,3439.25679827
2020-09-27 15:00:00,352.08,356.13,357.38,350.08,7328.2022573,10693.0,10778.0,10788.2205165,10660.0,300.27120139,45.29,46.062,46.274,45.059,3972.3381252
2020-09-27 14:00:00,353.06,352.19,353.8,351.32,1042.18706209,10696.0,10693.14155,10706.91629935,10682.0,71.131126,45.394,45.27,45.446,45.249,177.57156927
2020-09-27 13:00:00,353.0,353.21,353.32,352.01585521,519.63667309,10687.95694685,10695.63373988,10700.0,10679.0,25.58479985,45.34,45.426,45.428,45.261,241.16312022
2020-09-27 12:00:00,349.41,353.03,353.03,347.6,2882.05134578,10642.0,10687.95694685,10691.0,10594.0,201.58982439,45.155,45.36,45.399,44.657,3840.90856983
2020-09-27 11:00:00,353.13,349.47,353.58427422,349.41,2451.21059468,10683.07171492,10642.94302405,10684.6181,10641.0,24.48370913,45.614,45.148,45.665,45.148,826.36715263
2020-09-27 10:00:00,351.17,353.22741448,353.79,350.85,1545.05119663,10650.0,10683.0,10695.0,10646.0,69.71628731,45.415,45.62,45.748,45.22,2479.1573672
2020-09-27 09:00:00,352.77,351.0,353.29532072,350.91086228,707.88523657,10672.0,10651.0,10674.11545637,10643.0,37.35654806,45.689,45.419,45.689,45.419,248.21232683
2020-09-27 08:00:00,354.68,353.41,354.71436428,350.84,1466.27781669,10691.90006425,10672.01787891,10692.0,10632.0,59.47435551,45.683,45.66,45.76,45.333,802.4473123
2020-09-27 07:00:00,354.05,355.08,355.64,353.95831648,939.5637824,10680.04722299,10693.0,10712.0,10671.0,150.94177069,45.6,45.699,45.827,45.534,360.8530248
2020-09-27 06:00:00,361.25,354.25,361.44,353.05,5052.38098295,10803.0,10691.0,10804.94813087,10615.0,304.06876805,46.257,45.623,46.257,45.5,1696.4063211
2020-09-27 05:00:00,362.11,361.25,362.8,360.58,784.50359765,10806.94723891,10802.0,10811.06572636,10787.05736604,25.28512066,46.268,46.263,46.402,46.052,363.42747231
2020-09-27 04:00:00,360.29,362.08,363.0,360.29,6695.76258964,10801.13148661,10806.78755,10821.0,10793.98743895,37.90489996,46.387,46.268,46.395,46.19,180.27634708
2020-09-27 03:00:00,360.73,360.29,361.0249305,359.37,390.86543054,10802.01678303,10801.88933312,10808.0,10788.0,17.62909399,46.359,46.329,46.445,46.264,133.64615126
2020-09-27 02:00:00,360.44,360.21,361.75,359.02,1451.62734713,10794.49723858,10802.90891665,10808.0,10786.0,38.96432495,46.387,46.382,46.401,46.248,156.23291121
2020-09-27 01:00:00,360.78,360.44,363.0,359.52,2021.79471091,10801.0,10795.51683782,10824.0,10790.0,42.91384338,46.51,46.357,46.667,46.305,970.53237235
2020-09-27 00:00:00,354.91209986,360.64,361.0767973,354.52,3559.52937089,10750.90937072,10801.0,10801.0,10748.09182563,44.27032919,46.124,46.499,46.768,46.08,1649.7499977
2020-09-26 23:00:00,354.0,354.62936345,356.0,354.0,728.56101441,10755.0,10750.0,10772.0,10750.0,26.39062532,46.101,46.08,46.24,46.08,337.2362979
2020-09-26 22:00:00,353.42,353.84,355.05,352.0,689.77257133,10740.0,10754.95441334,10764.0,10731.0,13.17586608,46.061,46.142,46.143,45.913,290.14449901
2020-09-26 21:00:00,354.27,353.43,356.22,353.43,1055.69323589,10738.0,10740.0,10772.0,10737.04189626,38.62632548,46.206,46.061,46.348,46.061,87.22205732
2020-09-26 20:00:00,353.29532072,354.21,354.53,352.63,289.37573959,10739.83345736,10738.0,10740.0,10725.0,17.98484461,46.139,46.178,46.178,46.066,111.87620783
2020-09-26 19:00:00,354.12,353.2,354.22,352.30664283,952.84555253,10748.0,10739.547,10750.0,10731.0,64.99555114,46.17,46.145,46.17,46.06,80.47656751
2020-09-26 18:00:00,354.93,354.01,356.53306602,353.17643452,8382.04517788,10768.0,10748.0,10795.0,10745.0,47.34956191,46.486,46.177,46.486,46.087,446.6567377
2020-09-26 17:00:00,355.24941349,355.04431309,355.63,354.02,527.3942193,10770.0,10766.0,10770.0,10742.38815,25.76491311,46.557,46.397,46.661,46.3,290.01652095
2020-09-26 16:00:00,353.16737417,355.23,355.45,351.34,996.7783354,10741.11292287,10769.0,10770.0,10706.0,52.85675868,45.9,46.527,46.552,45.808,520.59517587
2020-09-26 15:00:00,352.55,353.2487947,355.45,352.45,966.23683484,10735.74283191,10741.8604274,10759.0,10733.0,34.75935902,45.84,45.907,46.19,45.795,376.59477095
2020-09-26 14:00:00,348.01,352.58,354.63294375,346.46,2114.50562892,10697.0,10735.10558238,10752.0,10695.1684797,35.96049518,45.343,45.835,46.011,45.22,602.71082187
2020-09-26 13:00:00,350.09,348.2,350.38528158,347.93,663.65191559,10714.0,10697.0,10718.0,10695.1684797,24.4938811,45.538,45.37,45.713,45.349,309.5838573
2020-09-26 12:00:00,352.39969487,350.54,352.39969487,349.5,762.14539391,10731.0,10714.07634789,10731.0,10701.0,49.16772943,45.827,45.666,45.827,45.495,486.87637022
2020-09-26 11:00:00,350.79,352.2,352.52,350.58,494.56251473,10743.0,10732.0,10748.0,10725.0,28.43123459,45.718,45.852,45.853,45.703,290.71197579
2020-09-26 10:00:00,351.5705657,350.75,352.11,348.14,2854.5774779,10719.55669385,10744.95131939,10745.0,10687.0,30.85904272,45.801,45.818,45.857,45.473,317.40301088
2020-09-26 09:00:00,350.85,351.66,353.61,349.86,2423.83679119,10701.0,10719.0,10730.0,10695.0,37.95032338,45.68,45.806,45.863,45.549,281.6119963
2020-09-26 08:00:00,351.4,350.84,352.57416744,350.4,2183.78826567,10727.0,10700.984232,10733.0,10695.0,11.453054550000001,45.533,45.608,45.68,45.468,393.94620927
2020-09-26 07:00:00,355.38,351.14,355.41225456,350.75,2045.58096154,10754.0,10726.0,10762.0,10710.0,23.18647386,45.951,45.533,45.962,45.504,1390.01713759
2020-09-26 06:00:00,353.34184674,354.99,356.59,353.25,1680.82192569,10743.0,10750.99970178,10787.23259393,10741.4411,39.15989187,45.983,45.92,46.224,45.901,186.38359653
2020-09-26 05:00:00,352.94,353.4,357.14,352.9,1217.84069799,10762.0,10744.0,10841.0,10725.06144652,225.77726869,46.049,46.053,46.437,46.011,3383.86934174
2020-09-26 04:00:00,351.85,352.6,352.95,350.09,339.47777717,10734.0,10761.0,10762.0,10717.0,15.77259135,45.968,46.124,46.124,45.9,136.11880375
2020-09-26 03:00:00,353.24015947,351.67,354.03,351.44,472.24796924000003,10736.22769094,10729.1154368,10765.0,10729.0,22.17541656,46.189,46.072,46.29,46.072,123.49852969
2020-09-26 02:00:00,352.42295788,353.04,353.6,351.69017309,737.92271049,10715.05835257,10736.57663608,10747.0,10705.0,27.37379969,46.037,46.18,46.18,45.943,129.03050514
2020-09-26 01:00:00,351.25,352.416246,353.42,350.5,501.44332456,10675.0,10715.0,10720.0,10675.0,17.24418511,46.019,46.24,46.24,45.893,171.89264062
2020-09-26 00:00:00,352.61565493,351.25,354.64,351.25,1410.96990942,10708.0,10675.0,10731.0,10675.0,29.20625468,46.112,46.02,46.538,46.017,905.61684081
2020-09-25 23:00:00,353.05,352.65,353.92,351.14,1219.1327934,10706.0,10708.0,10718.0,10675.0,25.050743060000002,46.166,46.002,46.166,45.836,4559.09148358
2020-09-25 22:00:00,358.06,352.91,358.53,352.05,973.74920225,10769.0,10705.63642389,10774.0,10691.0,26.07371451,46.4,46.121,46.46,46.02,706.3094934
2020-09-25 21:00:00,355.65,358.06834306,358.06834306,353.98,1590.52957567,10733.0,10769.0,10769.0,10726.0,22.40060023,46.233,46.393,46.393,46.122,894.19957937
2020-09-25 20:00:00,355.0,355.58783492,358.65,355.0,2002.984167,10742.97366297,10732.0,10771.0,10730.0,81.07406302,46.414,46.196,46.487,46.164,2352.23779026
2020-09-25 19:00:00,354.74439865,354.65,355.84,353.58,1134.61039375,10730.0,10739.0,10745.0,10709.39862927,144.60256341,46.389,46.351,46.411,46.226,407.90358588
2020-09-25 18:00:00,350.37,354.55,356.24,350.37,4184.86884682,10712.10106081,10731.0,10766.0,10710.38635728,138.86310428,46.298,46.301,46.546,46.262,1697.1331455499999
2020-09-25 17:00:00,347.38,350.37,352.22,346.68,7290.0118951,10676.0,10710.0,10730.0,10663.12596312,122.68291291,45.917,46.193,46.296,45.885,1344.87760911
2020-09-25 16:00:00,347.98,347.0,349.27,345.96,1054.72026893,10675.9700789,10665.0,10686.0,10649.01880099,82.89915158,46.2,45.93,46.359,45.8,1690.38966716
2020-09-25 15:00:00,346.12591962,347.81,348.25,344.62,1657.79008613,10648.0,10675.9700789,10684.0,10580.0,311.80298801,45.968,46.134,46.269,45.968,1038.39586129
2020-09-25 14:00:00,344.4,345.77740086,346.02,341.25,1483.7661445,10627.0,10648.0,10656.0,10580.02295546,137.37627584,45.78,45.971,45.971,45.591,683.8587091
2020-09-25 13:00:00,345.23,344.4,346.45,342.63,1832.05256815,10632.02170634,10624.0,10657.0,10606.0,62.81546245,45.864,45.736,46.058,45.616,1356.98434309
2020-09-25 12:00:00,344.45,345.49,349.26,344.09,3789.08914658,10656.0,10632.0,10699.0,10607.0,60.2447267,46.222,45.847,46.636,45.721,9462.27099185
2020-09-25 11:00:00,341.08,344.45,345.4515378,340.07,1478.89412287,10613.0,10656.0,10663.0,10603.0,106.41752768,44.635,46.22,46.664,44.561,11315.29686021
2020-09-25 10:00:00,340.4,341.16,342.94,339.99083464,1139.70522297,10614.0,10613.0,10643.0,10601.0,156.10907696,44.311,44.649,44.649,44.279,663.28700434
2020-09-25 09:00:00,339.42114217,340.73,342.0,338.55,1478.53503367,10620.0,10613.0,10665.0,10583.0,150.43722044,44.291,44.328,44.383,44.116,269.33724907
2020-09-25 08:00:00,343.63,339.45,343.66,338.25,4571.61607672,10707.0,10620.451952,10707.0,10586.0,175.78760813,44.599,44.084,44.65,44.031,758.6654672
2020-09-25 07:00:00,344.9975172,343.64,345.11,343.47,2131.20090676,10702.0,10707.0,10730.11817689,10686.36319892,254.70983827999999,44.558,44.713,44.766,44.558,379.57654124
2020-09-25 06:00:00,341.33,345.0,345.12,340.24,848.79020222,10657.44829808,10702.0,10705.0,10630.12940611,75.66532368,44.299,44.568,44.568,44.232,1880.83049981
2020-09-25 05:00:00,345.11,341.36,345.11,341.19,2119.33606771,10691.0,10657.0,10691.0,10657.0,16.8334259,44.539,44.31,44.546,44.31,327.2042494
2020-09-25 04:00:00,345.48,345.16666372,346.5,344.62,6086.04518827,10688.0,10691.0,10702.0,10682.0,73.00096502,44.5,44.556,44.629,44.5,518.46324038
2020-09-25 03:00:00,347.67,345.76,348.96273373,345.2,1017.0663595,10730.0,10688.0,10737.0,10688.0,26.25089217,44.746,44.515,44.857,44.502,395.38899018
2020-09-25 02:00:00,347.0,347.48980699,348.17,346.65,2833.75227372,10709.0,10731.0,10744.0,10708.0,44.36272589,44.651,44.758,44.782,44.617,187.15823754000002
2020-09-25 01:00:00,348.28,346.99,349.27319717,346.48,789.5665983,10723.0,10708.077088,10745.70098921,10708.0,18.58082968,44.74,44.656,44.834,44.65,69.5837463
2020-09-25 00:00:00,349.47,348.22236662,351.25,347.19,11964.89233098,10752.0,10726.0,10774.0,10711.0,37.60106749,45.071,44.807,45.071,44.734,110.12627096
2020-09-24 23:00:00,351.8844349,349.5,352.43,348.81,2114.45621467,10783.50692207,10754.0,10795.0,10739.03524228,213.94612655,45.135,44.953,45.136,44.931,537.68882607
2020-09-24 22:00:00,346.40366491,351.88654469,353.85,345.8858112,11486.14340972,10670.95949732,10783.099944,10842.0,10658.0,323.48512782,44.811,45.054,45.163,44.727,1800.960875
2020-09-24 21:00:00,346.14,346.42700826,348.28,345.45304404,1244.41387775,10649.0,10671.0,10697.0,10645.0,106.15065923,45.112,44.8,45.25,44.8,2465.11905811
2020-09-24 20:00:00,346.32,346.14,348.12,346.13,1275.26301421,10670.0,10649.0,10685.0,10649.0,102.31723819,44.955,45.123,45.197,44.944,1059.77917358
2020-09-24 19:00:00,344.87,346.5,347.0,344.24,1406.10100658,10631.662224,10670.0,10680.0,10619.0,64.42977954,44.8,44.95,44.958,44.705,312.75384404
2020-09-24 18:00:00,346.69,344.74,349.04,344.74,1960.84284832,10688.0,10631.21296931,10706.0,10631.0,59.09574162,45.063,44.8,45.063,44.8,632.47386508
2020-09-24 17:00:00,347.21,346.5946318,349.32,345.7655593,2033.71928744,10690.0,10683.90472399,10730.0,10670.0,135.37153856,45.089,44.9,45.09,44.9,408.5293645
2020-09-24 16:00:00,345.49,347.1,350.0,343.83,17266.9354748,10571.98534603,10690.0,10758.0,10571.0,786.49403561,44.865,45.069,45.485,44.818,4104.76507381
2020-09-24 15:00:00,338.42,345.64848457,346.42,337.65,15166.04509425,10431.31591968,10571.70681512,10591.0,10423.0,265.47690964,44.205,44.82,44.905,44.094,1495.79072699
2020-09-24 14:00:00,337.5,338.59,340.08,336.5,3373.3113201,10398.14771722,10432.0,10443.42320618,10398.0,68.76007995,44.126,44.107,44.173,43.995,87.83599753
2020-09-24 13:00:00,335.92,337.4,338.2,333.71909287,10825.76948655,10402.0,10398.14771722,10421.99224497,10363.0,83.23656677,44.044,44.003,44.083,43.841,444.568035
2020-09-24 12:00:00,338.94892375,335.92,340.11,335.42,8556.01193992,10443.0,10402.0,10446.86136211,10389.0,72.90257695,44.171,43.977,44.245,43.961,1140.2498442
2020-09-24 11:00:00,333.61,338.76128128,341.48,333.32,10031.8876592,10397.0,10431.0,10466.0,10392.0,186.44255053999998,44.079,44.202,44.558,44.079,1449.21293435
